Name,title,url,content,tags
borrowingandrequesting.requests.notificationandpickup (v.1),Learn more about Borrowing from Other Libraries,https://library.sjsu.edu/borrowing-requesting/borrow-other-libraries/,"You will be notified by e-mail or phone when your requested material arrives. Photocopies of articles may be mailed to you. Books and other items can be picked up at the circulation desk located on the 1st floor. For Interlibrary Loan (ILL) requests, you can also log in to your ILLiad Account to monitor the progress of your request. For CSU+, check your OneSearch account.","Notification Pick Up, pick-ups, pick up book, pick up material"
borrowingandrequesting.SJSU.fines (v.2) ,Pay for your fine online (OneSearch),https://csu-sjsu.primo.exlibrisgroup.com/discovery/login?vid=01CALS_SJO:01CALS_SJO,"You can pay for your fines online on OneSearch or in person at the Welcome Desk, located on the first floor of the library.

There are no daily fines for SJSU print materials, but they will be considered lost at 14 days overdue and you will be billed the replacement cost of $110 per item. We do not accept physical replacements for lost materials. No refunds will be given after an item is paid for, including instances where an item has been found after it has been paid.","Pay your fine online, pay fine, where to pay fines, "
borrowingandrequesting.start (v.1),View full loan policy,https://library.sjsu.edu/borrowing-requesting,"Yay, you're ready to check out a book! 📚 To check out books at the library, you'll need your Tower card. You can use the self-checkout machines on the 1st Floor of the library or take your items to the Circulation Desk. ","self-checkout machines, self-checkout, checkout machines,"
building.beethovencenter (v.1),Explore the Beethoven Center,https://www.sjsu.edu/beethoven/,"The Beethoven Center at SJSU is an extensive library and museum devoted solely to the life, works, and accomplishments of Ludwig van Beethoven.

It is located on the 5th floor of the King Library and is open Tuesday through Saturday or by appointment.","Beethoven Center, Beethoven Center, The Ira F. Brilliant Center for Beethoven Studies,"
building.cafe (v.1),Nirvana Soul ,https://www.nirvanasoulcoffee.com/,Nirvana Soul is a coffee shop and cafe located on the first floor entrance of King Library. Check their website for hours: https://www.nirvanasoulcoffee.com/  You can buy coffee and snacks at Nirvana Soul. ,"Nirvana Soul, cafe in the library, Nirvana Soul hours, coffee shop location"
building.phonecontact (v.1),Contact Us,https://library.sjsu.edu/about/contact-us,Prefer calling the library? Call 408-808-2000 during our open hours for immediate assistance.,"Phone Number, Library Phone Number"
building.floorplans (v.1),View map of the library,https://library.sjsu.edu/floor-plan,Need a map of the library?,"Floor plan, map of the library, floor maps"
building.wifi (v.1),Internet and Network Access,https://www.sjsu.edu/it/services/network/wifi-access.php,"The library has free public wifi available. The network names are either ""SJSU_Guest"" or ""King_Library_WIFI"" (enter your SJPL barcode to use). 
SJSU Students, Faculty, and Staff have the option of connecting to the SJSU Network, SJSU_premier. For ""SJSU_premier,"" use your SJSUOne ID credentials to log in. If you need more guidance, check out the user guides for detailed instructions. 
For more information, please check: https://www.sjsu.edu/it/services/network/internet-access/index.php
","internet, network access, free wifi, wifi network"
collection.academicsearchcomplete (v.1),Access Academic Search Complete via A-Z Databases,https://library.sjsu.edu/az.php?q=academic%20premier&p=1,"Academic Search Complete can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.",Academic Search Complete
collection.databases.EncyclopediaBritannica (v.1),Access Encyclopedia Britannica via A-Z Databases,https://library.sjsu.edu/az.php?q=Encyclopaedia%20Britannica&p=1,SJSU library provides access to Encyclopedia Brittanica through our external A-Z Databases page. Click the link to be directly access the page.,Encyclopedia Britannica
collection.databases.heinonline (v.1),Access HeinOnline,https://library.sjsu.edu/az.php?q=heinonline&p=1,"HeinOnline is a great resource for government, politics, and law research. It can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.",HeinOnline
collection.databases.IEEE (v.1),Access IEEE via A-Z Databases,https://library.sjsu.edu/az.php?q=ieee,IEEE is available for free to students through the library's list of databases. Click here to be directed to the IEEE access link.,IEEE
collection.databases.LISS (v.1),Access LISS,https://library.sjsu.edu/az.php?q=LISS&p=1,"Library & Information Science Source (LISS) can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.",LISS
collection.databases.PubMed (v.1),Access PubMed via A-Z Databases,https://library.sjsu.edu/az.php?a=p,"PubMed can be accessed through the library's ""Articles & Databases"" page, under ""P"". Click the link provided to directly access the page.",PubMed
collection.databases.SciFinder (v.1),Take me to the Chemistry Research Guide,https://library.sjsu.edu/chemistry,"For chemistry-related resources available at the library and online, please see our Chemistry Research Guide (LibGuide). The guide has a list of helpful research databases and strategies on finding chemistry books and peer-reviewed articles. ","Chemistry, Chemistry Research"
collection.databases.Springer (v.1),Access Springer via A-Z Databases,https://library.sjsu.edu/az.php?q=springer,"Springer databases can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.",Springer
collection.databases.standard&poors (v.1),Access Standard & Poor's via A-Z Databases,https://library.sjsu.edu/az.php?q=standard,"Standard & Poor's can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.",Standard & Poor's
collection.databases.WebofScience (v.1),Access Web of Science via A-Z Databases,https://library.sjsu.edu/az.php?a=w&p=1,"Web of Science can be found under ""W"" of our database catalog. Click the link to directly access the page.",Web of Science
collection.databases.westlaw (v.1),Access Westlaw,https://library.sjsu.edu/az.php?q=westlaw&p=1,"The Westlaw Database is a great resource for finding legal research, including statutes, regulations, and Supreme Court Cases. It can be accessed through the library's ""Articles & Databases"" page. Click the link provided to directly access the page.","Westlaw, legal research"
collection.ebooks.gale (v.1),Access Gale eBooks,https://link-gale-com.libaccess.sjlibrary.org/apps/menu?u=csusj,The SJSU library offers access to Gale eBooks as part of our eBooks collection. Follow the link to be directed to the Gale login page.,Gale eBooks
collection.ebooks.wiley (v.1),Access Wiley Online Books,https://onlinelibrary-wiley-com.libaccess.sjlibrary.org/,The SJSU library offers access to Wiley Online Books as part of our eBooks collection. Follow the link to be directed to the Wiley Online login page.,Wiley Online Books
collection.imagedatabases (v.1),View List of Image Databases,https://library.sjsu.edu/az/databases?t=9692,"The SJSU Library offers a number of databases for finding images. They can be find through the library's ""Articles & Databases"" page, Click the link provided to directly access the page.","List of image databases, image databases"
collection.kanopystreaming (v.1),Kanopy Streaming (w/ SJSU Authentication) ,https://login.libaccess.sjlibrary.org/login?qurl=http://sjsu.kanopystreaming.com%2f,"SJSU students, faculty, and staff have access to Kanopy, a streaming service that hosts thousands of online educational videos including documentaries, films, and interviews. You will be asked to authenticate.","stream films, stream documentaries, watch films, watch movies, Kanopy"
collection.off-campusmaterials.access (v.1),Access the Library from Off Campus,https://library.sjsu.edu/borrowing-requesting/access-off-campus,"Need access off-campus? It's just like logging into MySJSU or Canvas. Use:

Your student ID (Tower card)
Your MySJSU password

For other access questions, visit Access the Library from Off Campus.","Off-Campus Access to Online Resources, Accessing the databases from off campus, off-campus access,"
collection.specialcollections (v.1),Learn More About Special Collections,https://library.sjsu.edu/sjsu-special-collections/sjsu-special-collections-archives,"The SJSU Special Collections & Archives houses rare and historical books, documents, records, and more. These materials help preserve the history of California and SJSU.

Special Collections are located on the 5th floor. You can contact their office by emailing <special.collections@sjsu.edu>.","SJSU Special Collections & Archives, SC&A Exhibitions, Special Collections & Archives, Special Collections and Archives,"
colletion.collectionsandprograms,Collections & Programs,https://library.sjsu.edu/collections-programs,"King Library 📚 offers a cool range of diverse collections and programs, like SJSU Special
Collections, AAACNA Studies, the Beethoven Center, the Steinbeck Center, and
SJSU Scholar Works. Want to know more about what we have? Just click the link
below! 😊👇","Collections and Programs, Collections & Programs, Distinctive Collections, Library Programs"
location.donation (v.3),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"SJSU Library accepts donations at the discretion of the subject librarians and the Dean. Donations will be subject to the same criteria used for new purchases and should be within the scope of current teaching and research at SJSU or have long-term cultural value. 

Collections of substantial size may require accompanying funds allocated for processing, maintenance, and preservation. An acknowledgement letter will be provided to the donor upon request. The Library will not provide or arrange for appraisals of the donated items for income tax purposes.

Donations become the property of the Library without stipulations.

Monetary donations to the Library are always welcome and there are several ways to give.",book donations
location.librarydirections (v.1),See Directions and Parking,https://library.sjsu.edu/about/map-directions,"The address to the library is: 150 E San Fernando St, San Jose, CA 95112King Library is located at the corner of South Fourth Street & East San Fernando Street in downtown San Jose. There are SJSU and City of San Jose parking garages nearby, as well as limited metered street parking outside the library. We are also just two blocks from downtown VTA Light Rail stations. Please note: The King Library does not validate City of San Jose parking garage tickets.

The address to the library is: 150 E San Fernando St, San Jose, CA 95112","Directions, Location, Library Location, Library Directions, Parking Information, Directions & Parking, Parking and Transportation Information, Parking at SJSU, City of San Jose Parking Garages, VTA Bus, Light Rail,"
location.lostandfound (v.1),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"If you have lost an item at the King Library, visit the Welcome Desk on the 1st floor.

 To recover valuable items such as cell phones and laptops, please contact King Library Security (408-808-2635).","Lost and Found, Lost An Item, "
location.printers (v.1),"Print, Copy, Scan FAQs",https://library.sjsu.edu/student-computing-services/print-copy-scan,"There are Wēpa print stations on the Ground Floor near the circulation desk, on the 2nd floor in the Copy Corner, and on the 3rd floor near the service desk.
You can also check out the floor plans for printer locations: View map of the library, https://library.sjsu.edu/floor-plans/king-library-floor-plans","Print,  Printers in King Library, How to Print, Paying for Printing, Wepa print stations, Wepa machines"
location.restrooms (v.1),View map of the library,https://library.sjsu.edu/floor-plan,"Restrooms on floors 1-8 are located near the elevators and the stairwell (the blue walls). Additional restrooms are located on the 1st floor near the self-checkout machines, on the 2nd floor near the JA-Z reference collection, on the 3rd floor near Non-Fiction 999 and on the Lower Level near the A-H range.

","Restroom, banos, bathrooms, toilets"
location.scanners (v.1),"Print, Copy, Scan FAQs",https://library.sjsu.edu/student-computing-services/print-copy-scan,"Scanners are available on the 2nd floor and 3rd floor at the Wēpa print stations.

For a complete FAQ about printing, scanning, and copying at King Library, please click the link below:","Scanners, How to Scan, Where to Scan, Scanning "
permalinks (v.1),Learn how to create and use permalinks,https://library.sjsu.edu/c.php?g=230231&p=1527831,"Permalinks are stable, durable links that will consistently point to a specific information source such as an ebook, an article, a record in the catalog, a video, or a database.

Permalinks allow you to share database resources with others.",Permalinks
reference.accessE-resources (v.1),Go to OneSearch,https://csu-sjsu.primo.exlibrisgroup.com/discovery/search?vid=01CALS_SJO:01CALS_SJO&lang=en,"You will need to login with your SJSU One Credentials (your student ID # on your Tower Card and MySJSU password) to access e-books, online journals, articles, and videos.

Use OneSearch to find books, articles, & more from SJSU and other libraries worldwide.","Access eResources, Access Electronic Materials"
reference.availability.findbookonshelf (v.1),Video Tutorial: Finding Your Book on the Shelf,https://vimeo.com/237656732,Find the book you need at the King Library. The following tutorial can you help know if a book is available in the library and how to find it on the shelf.,Finding Your Book on the Shelf
reference.casestudies (v.1),See List of Librarians by Subject,https://library.sjsu.edu/staff-directory/subject-librarians,"To determine whether an article contains a case study, look for clues that the authors are showing the results of their original research. The report will have sections such as Methodology and Results or Findings.

To find case studies, type ""your search term"" AND ""case study"" in the OneSearch box. For example, type [COVID-19 pandemic AND case study]. Filter by ""Articles"" on the left.

If you need more help finding a case study, reach out to your subject librarian.","What are case studies, finding case studies, case study"
reference.databases.bookreviews (v.1),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"Book reviews provide insight and opinions on published scholarly books. While book reviews are generally not appropriate for research papers, they can help you identify sources that are appropriate. You can find book reviews in various databases like ARBA Online, Book Review Digest Plus, and Choice Reviews Online.

You can also use OneSearch, and use the ""Review"" filter, located under ""Resource Type"" on the left-hand side.","Book Review Databases, Book Reviews, Find Book Reviews"
reference.databases.LibGuides (v.1),LibGuides (Guides by Subject),https://library.sjsu.edu/,"You can find databases by subject with our SJSU Library Research Guides (LibGuides). LibGuides can help you narrow down the databases you should use for your research topic.

You can also browse a complete list of databases on our A-Z Databases page.
","Research Guides, LibGuides, Library Research Guides"
reference.databases.westlaw (v.1),Westlaw Legal Database,https://library.sjsu.edu/az.php?q=westlaw,"Westlaw is a legal research database that provides cases, statutes, court rules and regulations, briefs for all U.S. jurisdictions. Coverage varies by source.","Westlaw, legal research, legal database"
reference.definitions (v.1),Online Reference Sources Guide,https://library.sjsu.edu/reference/dictionaries-thesauri,"Need to find a definition or online thesaurus? Our Online Reference Sources LibGuide lists useful databases for finding definitions, encyclopedias, almanacs, factbooks, and more! Please see the link below.","Online Reference Sources, Dictionaries & Thesauri, Dictionaries, Thesis, Definitions"
reference.downloade-book.article (v.1),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"Need to download an article or ebook? Depending on the database, there is usually a link that says ""download pdf"" or something similar.

Most ebooks are downloaded as PDFs.  Some require Adobe Digital Editions to download.","Download eBook, Download article, download e-book"
reference.encyclopedias (v.1),Visit the Online Reference Sources Gui,https://library.sjsu.edu/reference/dictionaries-thesauri,"The King Library has hundreds of encyclopedias on specific subjects, such as biology, history, religion, and more. Using the OneSearch (link below) try a search on your subject ""AND encyclopedias"". For example, biology AND encyclopedias. Many of these encyclopedias are available as ebooks that you can read on your computer https://libguides.sjsu.edu/reference/encyclopediashttps://libguides.sjsu.edu/reference/encyclopedias","Encyclopedia, encyclopedias"
reference.evaluatingsources (v.1),How to Evaluate Information,https://library.sjsu.edu/writeandcite/evaluating-info,The SJSU library provides a helpful guide on how to evaluate sources. Click here to learn tips on fact checking:,"evaluate information,  web literacy, avoid plagiarism"
reference.lexisnexisalternatives (v.1),SJSU A-Z Library Databases,https://library.sjsu.edu/az/databases,"Unfortunately, the King Library is no longer subscribed to Lexis Nexis. However, we have alternative databases available. Both HeinOnline and Westlaw offer similar resources.","Lexis Nexis, LexisNexis, Lexis Nexis Alternatives, Databases like Lexis Nexis"
reference.onesearch (v.1),"How to Use OneSearch
",https://library.sjsu.edu/c.php?g=706907&p=5019984,"Use OneSearch to search the library's database, where you can find books, e-books, articles, and more!

Click the link to learn more about using OneSearch and narrowing your results. Or go directly to the OneSearch page located on the library homepage: library.sjsu.edu","How to Use OneSearch, What is OneSearch"
reference.researchguide.onesearch.savingsearches (v.1),Saving Search Queries on OneSearch,https://library.sjsu.edu/c.php?g=706907&p=5237553,"To save a OneSearch search, just follow these steps: Sign into your library or OneSearch account, click on ""Save query,"" and look for the confirmation at the top of the page. ","Saving Search Queries on OneSearch, Save a Search, Seeing Saved Searches"
reference.researchguides.literaturereviews (v.1),"Writing a Literature Review Paper

Writing a Literature Review Section",https://vimeo.com/68862657,"Literature reviews are an important part of research papers. The library offers helpful tutorials on how to write a successful literature review paper or section. A literature review is like a treasure hunt through scholarly articles and books on a specific topic. It's where you summarize, analyze, and synthesize what others have said about your chosen subject. ","Literature Reviews, Literature Review Paper"
reference.researchhelp.contactlibrarian (v.1),View Librarians by Major,https://library.sjsu.edu/staff-directory/subject-librarians,Our librarians are happy to answer your questions! You can find the list of librarians by major. Which subject or major are you asking about? I can try to get you the contact information that you need. ,"Subject Librarians, Multiple Librarians, Librarians By Major, Librarian Directory, Find Your Librarian"
reference.researchtutorials (v.1),"How to Start Your Research

Online Video Tutorials",https://library.sjsu.edu/start-your-research/,"You may browse our list of research tips with Our  Start Your Research"" page


Click ""Online Video Tutorials"" to view our full tutorial list, including instruction on using the library catalog (OneSearch), searching databases, and finding books on the shelf. https://library.sjsu.edu/az/tutorials ",Start Your Research
reference.researchtutorials.googlescholar (v.1),View Google Scholar Video Tutorial,https://vimeo.com/105800521,Google Scholar can be customized to be integrated with some of the library's FindIt features. Click the link to watch a video tutorial on customizing Google Scholar.,"Customizing Google Scholar,"
reference.startyourresearch.avoidplagiarism (v.1),Learn how to avoid plagiarism,https://library.sjsu.edu/start-your-research/i-need-help-avoiding-plagiarism,"Plagiarism happens when you present someone else's work or ideas as your own.
You can avoid plagiarism by summarizing information (using your own words and referencing the original source), quoting directly (using quotation marks and citing the original source), or paraphrasing (rephrasing in your own words while still citing the original source)","I need help avoiding plagiarism, avoid plagiarism"
reference.startyourresearch.callnumber (v.1),I Do Not Know Where to Find a Call Number in the Library,https://library.sjsu.edu/start-your-research/i-do-not-know-where-find-call-number-library,"Call numbers are used to locate books inside the library. Check the item's record in OneSearch.
Make sure the item is available.
Write down the floor where the item is located.
Write down the entire call number or take a photo of it.
Look for the call number ranges on small white cards at the end of each bookshelf.

For more infomation about finding call numbers, please see the following link below","Locate call number, Locate call number on OneSearch, Call number, I don't know where to find the call number of a book, Library of Congress Call Numbers"
reference.startyourresearch.choosetopic (v.1),I Need to Start My Research or Pick a Topic,https://library.sjsu.edu/start-your-research/i-need-start-my-research-or-pick-topic,"Need help with starting your research or choosing a topic? Here's what you can do: Make sure it's broad enough to find information but focused enough to not be overwhelming. Pick something interesting to you and that fits the assignment requirements. Consider who, what, where, when, and why to develop a research question. Remember, your topic can evolve as you do more research. Please click the following link below for more info!"" with ""Call numbers are used to locate books inside the library. Check the item's record in OneSearch. Make sure the item is available. Write down the floor where the item is located. Write down the entire call number or take a photo of it. Look for the call number ranges on small white cards at the end of each bookshelf. For more infomation about finding call numbers, please see the following link below","Help choosing a topic, pick a top, help picking a topic, help picking a research question, help choosing a research question"
reference.startyourresearch.citingsources.apa (v.1),I Need Help Citing Sources in APA Format,https://library.sjsu.edu/start-your-research/i-need-help-citing-sources-apa-format,"APA format is commonly used in the social sciences.

Please click the link below for resources to help you cite in APA format.","I need help citing sources in APA format, APA format"
reference.startyourresearch.citingsources.apsa (v.1),View the APSA Citation Style Guide,https://library.sjsu.edu/c.php?g=230085&p=8882082,"The APSA citation style is used for certain documents related to political science.

Please click the link below for resources to help you cite in APSA format.","American Political Science Association (APSA) Citation, APSA"
reference.startyourresearch.citingsources.mla (v.1),I Need Help Citing Sources in MLA Format,https://library.sjsu.edu/start-your-research/i-need-help-citing-sources-mla-format,"Modern Language Association (MLA) is a style of writing used for college-level writing.  MLA fomat is commonly used in the humanities.

Please visit the link below for resources to help you cite in MLA format.","Modern Language Association (MLA), MLA, I need help citing sources in MLA format, "
reference.startyourresearch.finde-books (v.1),I Only Want to Find e-Books,https://library.sjsu.edu/start-your-research/i-only-want-find-e-books,"To find e-books, head over to OneSearch on the Library home page. You can search for a specific title or topic there. Once you're on the results page, look under Resource Type to the left of your search results. Click on the Books link to limit your results to only books. Then, click on Full text online from SJSU to limit your results to e-books. ","I only want to find e-books, "
reference.startyourresearch.findingsourcesforresearch (v.1),Starting Your Research,https://library.sjsu.edu/start-your-research/,"Let's figure out what type of sources you need for your research. Think about your topic and what kind of information you're looking for. Do you need scholarly articles, data, books, or maybe even newspaper sources? Once you have that figured out, you can dive into the resources that best suit your needs. ",Finding sources for research
reference.startyourresearch.isthisscholarly.article (v.1),I Do Not Know If This Article Is Scholarly or Peer-reviewed,https://library.sjsu.edu/start-your-research/i-do-not-know-if-article-scholarly-or-peer-reviewed,"There are several clues to look for when determining whether an article is scholarly (peer-reviewed).
To check if an article is peer-reviewed, you can follow these steps: Go to a database called Ulrich's Periodicals Directory, type or copy and paste in the title of the journal that your article has been published in, and look for the ""Referred"" section. If it says ""yes,"" then the journal is peer-reviewed. You can also check the journal's website for information about the editorial policy and submission process.
Determining whether a book is scholarly involves looking at several clues. First, check the publisher - is it a University Press or a reputable publisher in the field? Next, consider the author's credentials and cited sources. Scholarly books will have references or a bibliography. Also, look at the content for accuracy and structure. If you're still unsure, please check: https://library.sjsu.edu/start-your-research/i-do-not-know-whether-book-scholarly","I do not know if this article is scholarly or peer-reviewed, is this peer-reviewed or scholarly, I Do Not Know Whether This Book Is Scholarly"
reference.startyourresearch.isthisscholarly.journal (v.1),Didn't answer your question? Click here to Email a Librarian,https://library.sjsu.edu/ask-librarian/ask-librarian,"To check if a journal is peer-reviewed, follow these steps:

1. Search for the journal's name in Ulrichs Periodicals Directory (link below).  Journals usually have names like: The Journal of Adolescent Psychology or Nursing Science Quarterly                                                                                                          2. Find the correct entry in the results list. 
3. Look to left of the title, and if you find a referee shirt icon, that means that the journal is peer-reviewed.","Is this journal scholarly, how to determine whether an article is peer-reviewed,"
reference.startyourresearch.lookingforarticles (v.1),I am looking for a specific article,https://library.sjsu.edu/start-your-research/i-am-looking-specific-article,"To find articles on your topic, you can start by conducting keyword searches. If you need more specific results, try locating the subject terms used by the database. You can find these terms by looking at an article on your topic or browsing the database's thesaurus. ","I am looking for a specific article,"
